Step X = 0,0153846153846153846153846154
Step Y = 0,0179487179487179487179487179
1068	1116	1202	1127	931	1005	1046	840	1050	1346	1148	991	975	1303	1129	1074	1068	1174	1122	918	794	902	1115	877	892	695	716	782	694	683	617	406	407	361	305	264	200	134	123	93
1358	1200	1310	1354	965	1254	1067	1300	1205	907	1400	1137	1102	1234	1435	1222	954	1386	873	1001	1186	1083	1051	1030	974	1065	738	855	580	713	507	479	394	369	289	206	178	137	101	85
1281	1202	779	749	800	921	1014	1126	1079	1087	1054	749	775	846	924	902	762	1048	991	790	778	860	776	886	920	875	877	820	730	524	474	521	507	287	249	177	171	102	84	83
900	669	862	871	608	881	785	913	659	672	670	930	657	671	631	865	640	796	860	724	647	729	739	955	929	979	784	772	823	489	547	522	504	351	343	272	158	122	98	97
517	530	609	495	529	555	535	532	476	376	370	542	571	552	443	584	481	551	530	682	787	526	888	842	894	676	940	794	861	666	720	639	369	387	322	243	136	126	111	96
215	201	244	208	222	281	233	245	262	243	231	274	239	225	274	236	356	348	389	431	624	647	802	818	608	850	665	902	754	760	661	582	551	432	322	279	149	102	106	100
93	105	115	108	89	77	94	101	104	105	104	110	91	126	136	121	134	260	359	460	570	524	731	804	801	949	711	921	516	703	585	654	453	433	377	255	194	90	104	77
88	95	84	94	74	74	76	102	64	95	107	92	105	98	100	120	126	200	313	386	330	558	622	814	841	797	924	663	800	797	624	534	355	408	333	282	204	124	84	104
86	91	104	96	105	89	90	105	94	91	100	66	83	93	93	118	119	191	309	376	492	615	618	527	773	820	921	862	667	560	602	640	451	399	355	266	154	111	95	88
84	86	101	100	65	106	66	103	91	106	96	106	90	100	96	89	127	189	243	396	513	508	616	809	720	886	809	849	610	764	669	584	545	467	367	250	201	134	110	89
91	97	78	93	95	99	86	71	104	85	85	94	102	77	92	91	109	182	253	391	353	549	541	772	722	848	883	792	809	649	525	548	347	434	311	281	176	146	95	95
76	96	103	79	90	92	92	91	94	88	100	88	66	67	87	113	151	194	300	345	424	549	713	707	748	751	731	799	818	805	670	610	545	475	325	204	158	133	105	102
106	96	84	63	76	84	75	95	88	87	103	94	102	81	83	92	102	208	296	335	341	472	728	794	813	924	793	903	567	757	491	492	455	350	357	266	202	128	90	94
82	94	107	90	104	84	104	95	63	78	99	92	107	90	70	106	120	200	322	431	322	616	686	818	834	716	901	557	803	747	680	583	348	435	301	258	166	143	92	83
62	82	104	90	99	87	98	103	97	103	74	93	61	92	97	100	161	234	321	434	474	571	557	563	835	862	903	902	903	823	623	614	381	440	292	179	172	117	95	99
89	81	85	69	93	78	88	103	91	101	88	84	100	105	105	79	161	222	317	364	536	554	530	604	800	934	835	588	768	670	512	385	551	313	298	266	134	138	100	67
72	102	94	87	90	82	102	74	87	87	70	102	72	87	90	93	155	231	260	418	343	538	670	733	608	846	757	866	649	590	706	573	382	380	316	198	145	115	102	77
95	63	77	80	90	79	95	85	84	85	81	88	89	65	80	101	131	173	307	336	521	517	760	704	712	823	590	793	766	730	665	560	445	362	285	250	175	88	74	81
81	100	89	86	90	70	96	65	84	85	58	85	89	86	96	87	162	164	274	288	380	555	511	743	856	929	758	947	725	516	593	479	417	426	365	258	157	115	94	101
83	101	93	98	90	106	96	82	93	94	90	70	87	95	88	132	143	251	233	316	542	616	680	610	768	776	837	876	828	717	548	526	549	406	352	225	123	134	86	82
87	83	81	91	65	102	88	94	67	75	83	106	94	83	87	128	127	210	295	344	430	434	673	732	653	819	874	869	590	595	650	427	406	318	369	238	182	131	77	101
81	90	104	87	92	92	106	65	92	69	71	79	72	93	91	120	187	223	287	383	502	455	489	666	675	917	800	856	677	661	721	543	487	315	252	236	222	125	99	89
98	81	65	84	108	81	72	92	101	82	88	82	90	104	85	132	131	206	332	303	499	500	668	663	523	864	858	574	682	776	671	616	510	435	369	182	198	132	102	66
82	105	77	78	89	105	109	65	93	73	79	101	97	99	75	128	124	213	265	320	314	476	704	721	642	838	723	880	734	776	530	510	377	336	333	262	150	113	68	94
88	68	81	85	90	69	98	94	94	64	82	85	88	63	95	103	168	200	268	378	407	526	584	638	796	729	778	751	519	512	612	569	467	371	303	244	181	99	68	80
78	90	85	86	98	92	69	71	65	71	91	101	86	94	88	103	160	193	290	279	359	504	573	718	730	796	710	801	652	574	501	373	460	399	326	231	154	124	105	92
71	93	90	102	89	88	96	108	82	68	96	65	92	82	109	112	130	150	240	359	421	417	450	571	472	634	822	606	796	605	588	531	347	385	270	214	115	124	86	96
86	80	98	82	76	104	83	87	92	101	86	91	98	94	97	111	104	161	291	319	387	548	420	742	708	639	614	690	570	686	585	450	415	246	224	230	193	138	104	104
