Step X = 0,0217948717948717948717948718
Step Y = 0,0128205128205128205128205128
335	306	233	152	130	115	132	207	388	817	1057	1206	1772	1798	1314	1436	1312	1411	1409	1482	1287	1314	1365	1514	1689	1299	1569	1495	1442	1415	1459	1426	604	322	188	59	68	69	75	78
296	334	224	152	118	148	234	410	583	1028	1256	1531	1849	1290	1511	1415	1463	1487	1460	1409	1385	1387	1337	1414	1294	1320	1295	1293	1510	1387	1550	670	430	222	72	79	67	60	59	62
326	271	254	193	219	212	327	681	1013	1517	1361	1486	1269	1415	1613	1539	2076	1511	1704	1338	1555	1432	1629	1533	1559	1902	1462	1364	1554	1225	815	573	203	114	79	70	64	74	64	80
393	307	263	187	250	368	682	1060	1711	1557	1826	1686	1787	1543	2058	1617	1861	1585	1949	1360	2064	1772	1869	1457	1605	1847	2016	1649	1404	698	513	227	110	71	83	67	77	73	77	83
334	374	265	265	282	429	990	1230	1970	1996	1612	1592	1374	1941	1351	1742	2133	1734	1974	1972	1456	1323	1345	1591	1496	1834	1456	877	618	422	252	135	78	106	90	103	98	102	103	84
416	372	346	430	452	637	1150	1481	1534	1783	1566	1742	1622	1674	1451	1375	1347	1710	1463	1968	1432	1095	896	911	786	840	663	518	317	214	139	109	107	134	129	146	104	126	117	138
418	347	336	467	703	980	1252	1849	1536	1517	1913	1305	1723	1847	1872	1671	1739	1612	1753	1918	1152	1003	537	536	565	552	342	333	273	160	156	163	149	132	132	184	197	148	158	148
435	437	476	567	800	1428	2040	1850	1685	1886	2039	1650	2219	1899	1501	1841	2007	1781	1873	1305	888	566	464	374	419	400	340	283	241	273	294	284	240	253	288	272	251	293	219	301
475	615	535	827	997	1777	1724	2024	1493	1864	1672	1848	1703	1628	1352	1960	2051	1607	1797	1315	995	541	463	339	393	356	429	304	400	405	400	351	385	368	382	413	465	419	361	266
468	442	620	728	1170	2253	1265	1586	1714	1447	1451	1873	1919	1820	1494	1443	1682	1605	1673	924	624	535	453	546	403	457	416	463	384	414	390	426	373	522	361	417	414	527	444	562
553	591	478	992	1117	1504	1531	1782	1885	1670	1549	1968	1966	1720	1836	1904	1532	2062	1078	693	609	511	499	535	547	586	585	581	620	581	653	581	618	629	595	699	576	521	553	616
594	521	541	1375	1623	1554	2095	1709	1248	1619	1449	1916	2059	1737	1585	2067	1165	1540	982	728	557	606	527	605	495	651	764	695	438	595	553	522	538	595	631	650	427	629	521	632
522	604	699	726	1211	1360	1582	1926	1662	1737	1616	1910	1687	1585	1849	1579	1654	1219	1009	599	708	613	769	648	642	687	841	881	609	755	534	592	658	729	584	730	803	781	684	775
528	567	797	944	1385	1480	1459	1559	1709	2221	1440	1320	1585	1923	1555	1473	1326	959	841	756	587	626	587	748	661	675	833	808	797	632	768	816	730	839	748	710	906	776	651	784
699	910	929	1204	1460	1770	1626	1824	1901	1584	2119	2044	1969	1870	1823	1327	1194	1122	864	696	623	890	778	790	702	889	879	814	860	829	934	963	714	788	683	832	902	907	977	694
